순번,생산라인코드,생산일자,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,오류발생작업장명,Error_Message,발생시간,종료시간,오류조치시간_보정,비가동코드,오류발생여부,Error_label,Error_name,Error_class,name
13,C088,2017-06-02,W003,70.67695023,102.5769502,137.2711502,23.129,205.666,,쿠킹실,품목 교체,16:30,17:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
23,C087,2017-06-03,W003,71.8992192,104.2992192,139.0478692,23.166,204.058,,쿠킹실,충진 미종료,0:50,3:00,130.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
3,D088,2017-06-07,W005,71.66958641,132.5695864,166.6413364,22.715,196.148,,충전실,품목 교체,0:00,1:01,61.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
5,D088,2017-06-07,W005,71.22443719,124.9244372,159.3870372,22.975,205.369,,충전실,품목 교체,5:09,6:22,73.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
10,D088,2017-06-07,W005,70.19114138,100.3911414,135.1837414,23.195,202.029,,충전실,기타,14:33,15:41,68.0,W0056O7,1,23,기타,3,3:기타
17,D087,2017-06-07,W005,70.6386329,105.1386329,139.6694829,23.021,203.19,,충전실,공정,21:40,22:45,65.0,W005722,1,12,공정,2,2:공정 중 발생
1,C088,2017-06-08,W003,70.09011441,104.3901144,138.8832144,22.995,201.499,,쿠킹실,품목 교체,5:20,6:30,70.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
13,C088,2017-06-09,W003,72.40380143,105.7038014,140.4013014,23.132,202.542,,쿠킹실,충진 미종료,15:00,16:00,60.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
17,C088,2017-06-09,W003,70.75245633,111.6524563,146.4211563,23.179,199.83,,쿠킹실,품목 교체,21:10,22:00,50.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
21,C088,2017-06-09,W003,70.40281661,109.0028166,143.7882166,23.19,205.645,,쿠킹실,충진 미종료,0:40,2:00,80.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
25,C088,2017-06-10,W003,70.21150786,87.31150786,121.7718079,22.974,201.488,,쿠킹실,별도구작업,3:55,4:15,20.0,W0034C1,1,40,별도구작업,2,2:공정 중 발생
3,D006,2017-06-12,W005,71.90132945,108.8013295,143.0001295,22.799,199.746,,충전실,센서,13:10,17:20,250.0,W0056K3,1,52,센서,2,2:공정 중 발생
5,C002,2017-06-12,W003,73.31187243,94.61187243,129.2753724,23.109,200.25,,쿠킹실,Brix 이상,15:30,15:40,10.0,W003445,1,2,Brix 이상,2,2:공정 중 발생
6,D088,2017-06-12,W005,70.76802344,103.8680234,138.4148734,23.031,202.828,,충전실,세부 세척,16:30,16:54,24.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
4,D088,2017-06-13,W005,71.48815861,93.78815861,128.4099586,23.081,206.935,,충전실,품목 교체,9:43,10:21,38.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
26,D087,2017-06-14,W005,70.14966604,101.949666,136.587616,23.092,196.606,,충전실,공정,12:20,13:23,63.0,W005722,1,12,공정,2,2:공정 중 발생
1,C088,2017-06-15,W003,71.70058593,89.40058593,123.7379359,22.892,207.097,,쿠킹실,품목 교체,5:30,6:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
2,D088,2017-06-15,W005,70.60462578,88.20462578,122.9874258,23.189,206.7,,충전실,품목 교체,6:24,8:00,96.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
8,D087,2017-06-15,W005,71.15490933,95.05490933,129.6190093,23.043,206.403,,충전실,공정,13:00,14:03,63.0,W005722,1,12,공정,2,2:공정 중 발생
16,C088,2017-06-16,W003,73.97771619,75.27771619,109.9653662,23.125,208.074,,쿠킹실,세부 세척,15:00,16:30,90.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
10,D088,2017-06-17,W005,70.90761721,97.40761721,131.9476172,23.027,203.555,,충전실,품목 교체,22:09,23:30,81.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
10,C087,2017-06-20,W003,70.48347992,118.9834799,153.3757799,22.928,201.887,,쿠킹실,충진 미종료,14:00,14:30,30.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
18,C087,2017-06-20,W003,71.62410144,112.0241014,146.3989514,22.917,203.042,,쿠킹실,품목 교체,4:30,5:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
10,D088,2017-06-21,W005,69.55364859,93.95364859,128.4022986,22.966,197.454,,충전실,공정,14:50,15:34,44.0,W005722,1,12,공정,2,2:공정 중 발생
17,C087,2017-06-21,W003,72.38518672,108.6851867,143.0642867,22.919,203.78,,쿠킹실,세부 세척,17:10,18:20,70.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
24,D088,2017-06-21,W005,71.76868782,114.4686878,148.9528878,22.989,202.128,,충전실,품목 교체,3:49,4:00,11.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
13,C088,2017-06-22,W003,70.67316793,102.5731679,137.0511679,22.985,206.932,,쿠킹실,기타,9:30,10:30,60.0,W003711,1,23,기타,3,3:기타
14,C088,2017-06-22,W003,71.76342379,97.06342379,131.5183238,22.97,203.887,,쿠킹실,품목 교체,13:00,14:00,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
17,P006,2017-06-22,W007,72.36495545,118.7649555,153.4775055,23.142,206.463,,포장실,설비,13:30,16:10,160.0,W007911,1,50,설비,2,2:공정 중 발생
25,C087,2017-06-22,W003,72.00469306,102.9046931,137.6775931,23.182,202.51,,쿠킹실,세부 세척,2:00,3:00,60.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
7,D088,2017-06-23,W005,73.1265328,124.2265328,158.7732828,23.031,201.254,,충전실,품목 교체,9:44,11:25,101.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
25,D088,2017-06-23,W005,69.2624917,79.0624917,113.4853917,22.949,198.558,,충전실,공정,20:18,21:03,45.0,W005722,1,12,공정,2,2:공정 중 발생
27,D088,2017-06-24,W005,69.33830603,87.63830603,122.186756,23.032,199.215,,충전실,품목 교체,2:45,3:59,74.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
7,C007,2017-07-11,W003,69.44735753,79.94735753,114.2738575,22.884,199.925,,쿠킹실,메카니칼 씰,8:30,21:53,803.0,W003686,1,35,메카니칼 씰,2,2:공정 중 발생
15,C087,2017-07-11,W003,69.9162756,81.0162756,115.5746756,23.039,205.978,,쿠킹실,품목 교체,11:00,12:00,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
7,C001,2017-07-13,W003,69.97974645,82.37974645,117.1679465,23.192,196.202,,쿠킹실,기타,10:16,12:11,115.0,W003643,1,23,기타,3,3:기타
14,C088,2017-07-18,W003,71.43766338,93.73766338,128.1901134,22.968,198.789,,쿠킹실,구동부 이상,11:00,12:15,75.0,W0036K4,1,19,구동부 이상,2,2:공정 중 발생
10,C088,2017-07-19,W003,71.03006233,102.9300623,137.6242623,23.129,206.33,,쿠킹실,볶음,16:45,17:30,45.0,W003318,1,43,볶음,2,2:공정 중 발생
22,D088,2017-07-19,W005,71.68887769,104.0888777,138.8375277,23.166,201.368,,충전실,품목 교체,7:18,8:42,84.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
17,C088,2017-07-20,W003,71.95561268,112.4556127,147.1401627,23.123,203.243,,쿠킹실,세부 세척,9:40,11:00,80.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
1,D088,2017-07-25,W005,69.33968219,99.53968219,134.3322822,23.195,201.435,,충전실,세부 세척,0:15,1:00,45.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
4,D087,2017-07-25,W005,71.92449262,132.8244926,166.8962426,22.715,196.753,,충전실,공정,7:41,9:03,82.0,W005722,1,12,공정,2,2:공정 중 발생
9,C088,2017-07-25,W003,71.261079,105.761079,140.291929,23.021,204.906,,쿠킹실,품목 교체,12:45,13:40,55.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
17,D087,2017-07-25,W005,71.74992434,125.4499243,159.9125243,22.975,200.916,,충전실,품목 교체,19:58,21:23,85.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
16,C088,2017-07-26,W003,70.1317217,104.4317217,138.9248217,22.995,203.437,,쿠킹실,품목 교체,21:00,22:00,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
7,D002,2017-07-27,W005,70.78265527,87.88265527,122.3429553,22.974,206.885,,충전실,냉각 미종료,11:48,12:40,52.0,W005881,1,25,냉각 미종료,2,2:공정 중 발생
17,C088,2017-07-27,W003,72.15059596,105.450596,140.148096,23.132,209.002,,쿠킹실,품목 교체,19:30,20:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
18,C088,2017-07-27,W003,71.08003539,111.9800354,146.7487354,23.179,207.315,,쿠킹실,볶음,20:30,21:30,60.0,W003318,1,43,볶음,2,2:공정 중 발생
22,C088,2017-07-27,W003,70.02154938,108.6215494,143.4069494,23.19,207.876,,쿠킹실,충진 미종료,5:00,5:30,30.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
9,D088,2017-07-28,W005,70.84573482,103.9457348,138.4925848,23.031,198.766,,충전실,품목 교체,12:39,14:22,103.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
10,C088,2017-07-28,W003,73.26724539,94.56724539,129.2307454,23.109,202.373,,쿠킹실,품목 교체,12:15,13:15,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
15,D087,2017-07-28,W005,72.10155901,109.001559,143.200359,22.799,204.544,,충전실,품목 교체,17:38,19:00,82.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
16,C088,2017-08-01,W003,70.22964452,102.0296445,136.6675945,23.092,202.535,,쿠킹실,품목 교체,21:40,22:40,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
16,D088,2017-08-02,W005,72.55573422,90.25573422,124.5930842,22.892,207.792,,충전실,품목 교체,21:05,22:00,55.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
19,D087,2017-08-02,W005,71.30619129,93.60619129,128.2279913,23.081,204.725,,충전실,세부 세척,0:01,0:50,49.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
14,C088,2017-08-03,W003,70.55878694,88.15878694,122.9415869,23.189,206.708,,쿠킹실,세부 세척,20:20,21:20,60.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
8,C088,2017-08-04,W003,73.10160635,74.40160635,109.0892564,23.125,202.645,,쿠킹실,품목 교체,16:20,17:15,55.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
18,C087,2017-08-04,W003,71.24742653,95.14742653,129.7115265,23.043,197.646,,쿠킹실,충진 미종료,1:30,2:10,40.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
14,C087,2017-08-07,W003,70.38129349,96.88129349,131.4212935,23.027,203.728,,쿠킹실,별도구작업,13:00,20:30,450.0,W0034C1,1,40,별도구작업,2,2:공정 중 발생
21,P0F0,2017-08-08,W007,70.65104417,119.1510442,153.5433442,22.928,205.741,,포장실,설비,21:40,22:31,51.0,W007911,1,50,설비,2,2:공정 중 발생
4,D088,2017-08-09,W005,70.95154464,113.6515446,148.1357446,22.989,206.151,,충전실,품목 교체,11:30,13:00,90.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
26,C002,2017-08-09,W003,71.74902017,112.1490202,146.5238702,22.917,207.014,,쿠킹실,기타,1:50,16:00,850.0,W003633,1,23,기타,3,3:기타
10,C004,2017-08-10,W003,72.06750131,102.9675013,137.7404013,23.182,199.665,,쿠킹실,업체미입고(생산지연),13:30,17:29,239.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
22,D088,2017-08-10,W005,70.21652408,94.61652408,129.0651741,22.966,207.145,,충전실,별도구작업,22:48,23:50,62.0,W0054G1,1,40,별도구작업,2,2:공정 중 발생
9,D087,2017-08-11,W005,70.99928775,102.8992878,137.3772878,22.985,197.701,,충전실,세부 세척,12:56,13:50,54.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
11,D087,2017-08-11,W005,71.48627608,96.78627608,131.2411761,22.97,200.069,,충전실,공정,13:50,14:53,63.0,W005722,1,12,공정,2,2:공정 중 발생
1,C004,2017-08-15,W003,72.03852315,118.4385232,153.1510732,23.142,198.741,,쿠킹실,기타,7:30,8:42,72.0,W003325,1,23,기타,3,3:기타
2,D088,2017-08-16,W005,69.30694479,87.60694479,122.1553948,23.032,207.176,,충전실,품목 교체,8:12,9:27,75.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
4,D087,2017-08-16,W005,72.47082866,123.5708287,158.1175787,23.031,202.994,,충전실,공정,8:34,10:38,124.0,W005722,1,12,공정,2,2:공정 중 발생
24,D087,2017-08-17,W005,69.19582059,78.99582059,113.4187206,22.949,198.385,,충전실,공정,8:30,9:32,62.0,W005722,1,12,공정,2,2:공정 중 발생
1,D088,2017-09-02,W005,69.46220994,80.56220994,115.1206099,23.039,202.482,,충전실,품목 교체,1:20,2:02,42.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
6,D087,2017-09-02,W005,68.91665183,79.41665183,113.7431518,22.884,201.672,,충전실,품목 교체,9:03,11:09,126.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
18,C088,2017-09-06,W003,70.06420532,82.46420532,117.2524053,23.192,202.979,,쿠킹실,볶음,23:00,23:30,30.0,W003318,1,43,볶음,2,2:공정 중 발생
16,C088,2017-09-08,W003,71.36651547,93.66651547,128.1189655,22.968,202.132,,쿠킹실,품목 교체,18:30,19:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
6,C088,2017-09-11,W003,70.52056994,102.4205699,137.1147699,23.129,204.666,,쿠킹실,품목 교체,23:00,0:00,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
8,C002,2017-09-12,W003,71.73639397,104.136394,138.885044,23.166,206.399,,쿠킹실,기타,8:34,9:32,58.0,W003459,1,23,기타,3,3:기타
8,C001,2017-09-13,W003,71.65946059,112.1594606,146.8440106,23.123,206.276,,쿠킹실,점도이상,12:15,13:08,53.0,W003444,1,88,점도이상,2,2:공정 중 발생
3,D088,2017-09-15,W005,69.56646559,99.76646559,134.5590656,23.195,201.013,,충전실,품목 교체,8:56,9:33,37.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
12,C088,2017-09-15,W003,70.69851551,105.1985155,139.7293655,23.021,200.773,,쿠킹실,품목 교체,14:10,15:10,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
15,D006,2017-09-15,W005,71.21609861,132.1160986,166.1878486,22.715,195.946,,충전실,헤드,16:00,16:20,20.0,W005835,1,107,헤드,2,2:공정 중 발생
16,D087,2017-09-15,W005,71.25721394,124.9572139,159.4198139,22.975,202.359,,충전실,품목 교체,20:05,21:30,85.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
1,C003,2017-09-18,W003,70.53838854,104.8383885,139.3314885,22.995,206.298,,쿠킹실,기타,8:30,9:33,63.0,W003711,1,23,기타,3,3:기타
5,C008,2017-09-18,W003,70.27591472,108.8759147,143.6613147,23.19,199.845,,쿠킹실,충전,11:09,11:35,26.0,W003452,1,96,충전,2,2:공정 중 발생
1,D087,2017-09-19,W005,72.24348536,105.5434854,140.2409854,23.132,202.611,,충전실,품목 교체,6:52,9:44,172.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
3,D088,2017-09-19,W005,71.31957966,112.2195797,146.9882797,23.179,208.299,,충전실,품목 교체,7:40,9:43,123.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
11,D088,2017-09-19,W005,70.36939728,87.46939728,121.9296973,22.974,199.801,,충전실,품목 교체,19:30,21:30,120.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
11,D088,2017-09-20,W005,72.80034692,94.10034692,128.7638469,23.109,208.129,,충전실,기타,11:00,15:55,295.0,W005A11,1,23,기타,3,3:기타
5,C087,2017-09-21,W003,72.27152203,109.171522,143.370322,22.799,199.548,,쿠킹실,충진 미종료,4:40,5:30,50.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
2,D088,2017-09-22,W005,71.25725878,93.55725878,128.1790588,23.081,199.039,,충전실,품목 교체,4:16,4:54,38.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
18,C088,2017-09-22,W003,71.41751175,104.5175118,139.0643618,23.031,203.554,,쿠킹실,품목 교체,3:45,4:45,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
19,C088,2017-09-23,W003,70.84624797,102.646248,137.284198,23.092,206.117,,쿠킹실,품목 교체,5:00,6:00,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
1,D088,2017-09-26,W005,69.82956853,87.42956853,122.2123685,23.189,202.47,,충전실,공정,0:19,1:20,61.0,W005722,1,12,공정,2,2:공정 중 발생
8,C096,2017-09-26,W003,71.9091274,95.8091274,130.3732274,23.043,203.779,,쿠킹실,관리팀미입고(생산지연),8:50,10:05,75.0,W003314,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
17,C002,2017-09-26,W003,72.65512842,90.35512842,124.6924784,22.892,205.659,,쿠킹실,기타,23:16,23:29,13.0,W003623,1,23,기타,3,3:기타
14,C088,2017-09-27,W003,73.6405428,74.9405428,109.6281928,23.125,197.709,,쿠킹실,볶음,13:10,13:30,20.0,W003318,1,43,볶음,2,2:공정 중 발생
14,D088,2017-09-28,W005,71.98363107,112.3836311,146.7584811,22.917,202.452,,충전실,세부 세척,23:40,0:00,20.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
13,C088,2017-09-29,W003,70.69369925,97.19369925,131.7336993,23.027,206.653,,쿠킹실,품목 교체,7:40,8:40,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
14,C007,2017-09-30,W003,71.02267815,119.5226782,153.9149782,22.928,200.617,,쿠킹실,기타,14:06,14:45,39.0,W003711,1,23,기타,3,3:기타
3,C096,2017-10-10,W003,72.34688848,108.6468885,143.0259885,22.919,203.572,,쿠킹실,구동부,9:00,12:00,180.0,W003632,1,18,구동부,2,2:공정 중 발생
7,D002,2017-10-10,W005,71.89420334,102.7942033,137.5671033,23.182,203.178,,충전실,그립퍼,14:30,15:20,50.0,W005621,1,21,그립퍼,2,2:공정 중 발생
16,C002,2017-10-10,W003,71.20244766,113.9024477,148.3866477,22.989,197.488,,쿠킹실,Brix 이상,21:00,21:09,9.0,W003445,1,2,Brix 이상,2,2:공정 중 발생
15,C088,2017-10-11,W003,70.23401856,94.63401856,129.0826686,22.966,203.699,,쿠킹실,볶음,15:30,17:00,90.0,W003318,1,43,볶음,2,2:공정 중 발생
15,C002,2017-10-12,W003,70.51543991,102.4154399,136.8934399,22.985,198.884,,쿠킹실,"관리팀미입고(생산미지연,순서변경)",15:03,16:01,58.0,W003316,1,14,"관리팀미입고(생산미지연,순서변경)",1,1:공정 전 발생
18,D087,2017-10-12,W005,72.40592947,118.8059295,153.5184795,23.142,206.811,,충전실,품목 교체,19:45,21:50,125.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
21,C002,2017-10-12,W003,71.94643601,97.24643601,131.701336,22.97,201.121,,쿠킹실,점도이상,20:26,21:09,43.0,W003444,1,88,점도이상,2,2:공정 중 발생
7,D087,2017-10-13,W005,73.18657959,124.2865796,158.8333296,23.031,197.734,,충전실,공정,13:25,13:50,25.0,W005722,1,12,공정,2,2:공정 중 발생
15,D088,2017-10-13,W005,68.98156928,78.78156928,113.2044693,22.949,204.209,,충전실,품목 교체,19:45,21:33,108.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
2,C001,2017-10-14,W003,69.96639477,88.26639477,122.8148448,23.032,194.728,,쿠킹실,계량실,11:27,12:23,56.0,W003311,1,10,계량실,2,2:공정 중 발생
14,C002,2017-11-10,W003,69.83775429,80.93775429,115.4961543,23.039,199.024,,쿠킹실,기타,21:32,0:09,157.0,W003711,1,23,기타,3,3:기타
16,C002,2017-11-10,W003,68.70585526,79.20585526,113.5323553,22.884,201.936,,쿠킹실,점도이상,0:10,0:22,12.0,W003444,1,88,점도이상,2,2:공정 중 발생
15,C088,2017-11-15,W003,69.74520399,82.14520399,116.933404,23.192,204.006,,쿠킹실,품목 교체,1:20,2:20,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
12,D088,2017-11-16,W005,70.79153587,93.09153587,127.5439859,22.968,202.434,,충전실,품목 교체,13:54,14:45,51.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
19,D045,2017-11-21,W005,70.31031774,102.2103177,136.9045177,23.129,199.369,,충전실,기타,19:16,19:59,43.0,W0058Z9,1,23,기타,3,3:기타
12,D011,2017-11-22,W005,71.71123545,112.2112355,146.8957855,23.123,201.611,,충전실,고장,15:46,16:11,25.0,W005712,1,11,고장,2,2:공정 중 발생
20,C088,2017-11-22,W003,71.27275661,103.6727566,138.4214066,23.166,205.465,,쿠킹실,품목 교체,2:20,3:20,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
3,D011,2017-11-27,W005,70.71387248,105.2138725,139.7447225,23.021,204.785,,충전실,이송끊김,14:58,16:26,88.0,W005724,1,82,이송끊김,2,2:공정 중 발생
11,D088,2017-11-27,W005,71.94256413,132.8425641,166.9143141,22.715,199.166,,충전실,세부 세척,23:43,0:30,47.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
5,C045,2017-11-28,W003,69.78358417,99.98358417,134.7761842,23.195,204.866,,쿠킹실,관리팀미입고(생산지연),12:30,15:05,155.0,W003314,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
9,C001,2017-11-28,W003,71.3557309,125.0557309,159.5183309,22.975,198.682,,쿠킹실,기타,17:05,17:52,47.0,W003489,1,23,기타,3,3:기타
5,C010,2017-11-29,W003,69.95122625,104.2512263,138.7443263,22.995,203.474,,쿠킹실,점도이상,11:27,11:39,12.0,W003444,1,88,점도이상,2,2:공정 중 발생
2,D088,2017-11-30,W005,71.44418407,104.7441841,139.4416841,23.132,207.325,,충전실,공정,1:40,2:41,61.0,W005722,1,12,공정,2,2:공정 중 발생
3,D088,2017-11-30,W005,71.43104739,112.3310474,147.0997474,23.179,196.141,,충전실,품목 교체,8:56,11:00,124.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
12,D088,2017-11-30,W005,70.21405221,87.31405221,121.7743522,22.974,207.304,,충전실,품목 교체,23:23,0:02,39.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
15,C088,2017-11-30,W003,70.12922979,108.7292298,143.5146298,23.19,206.454,,쿠킹실,품목 교체,0:40,1:40,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
8,D088,2017-12-04,W005,72.62537424,93.92537424,128.5888742,23.109,206.444,,충전실,공정,16:50,17:50,60.0,W005722,1,12,공정,2,2:공정 중 발생
1,C088,2017-12-05,W003,71.9158859,108.8158859,143.0146859,22.799,199.51,,쿠킹실,품목 교체,6:55,7:55,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
10,D002,2017-12-05,W005,71.40998326,104.5099833,139.0568333,23.031,203.765,,충전실,냉각 미종료,11:10,11:58,48.0,W005881,1,25,냉각 미종료,2,2:공정 중 발생
10,D004,2017-12-06,W005,71.74832832,94.04832832,128.6701283,23.081,204.405,,충전실,병 끼임,13:00,13:10,10.0,W005615,1,41,병 끼임,2,2:공정 중 발생
13,C088,2017-12-06,W003,69.86355466,101.6635547,136.3015047,23.092,204.184,,쿠킹실,품목 교체,14:00,15:00,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
11,D013,2017-12-07,W005,71.65506983,89.35506983,123.6924198,22.892,195.585,,충전실,기타,17:12,18:08,56.0,W0058Z9,1,23,기타,3,3:기타
7,C002,2017-12-08,W003,70.3677106,87.9677106,122.7505106,23.189,211.069,,쿠킹실,로타리1,19:49,20:09,20.0,W0036B2,1,34,로타리1,2,2:공정 중 발생
20,D088,2017-12-08,W005,71.44863053,95.34863053,129.9127305,23.043,197.574,,충전실,공정,3:00,4:00,60.0,W005722,1,12,공정,2,2:공정 중 발생
12,D006,2017-12-11,W005,73.71977757,75.01977757,109.7074276,23.125,206.462,,충전실,기타,16:10,16:23,13.0,W0058Z9,1,23,기타,3,3:기타
14,C088,2017-12-13,W003,71.62820935,112.0282094,146.4030594,22.917,199.5,,쿠킹실,품목 교체,11:50,12:50,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
25,D088,2017-12-13,W005,70.33152331,96.83152331,131.3715233,23.027,203.249,,충전실,공정,3:00,4:00,60.0,W005722,1,12,공정,2,2:공정 중 발생
15,C088,2017-12-14,W003,71.24548308,119.7454831,154.1377831,22.928,202.394,,쿠킹실,충진 미종료,21:50,22:20,30.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
1,C010,2017-12-15,W003,70.98740614,113.6874061,148.1716061,22.989,201.68,,쿠킹실,ph 이상,8:48,8:50,2.0,W003446,1,6,ph 이상,2,2:공정 중 발생
4,D088,2017-12-15,W005,72.28295522,108.5829552,142.9620552,22.919,205.25,,충전실,세부 세척,11:00,11:35,35.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
10,D088,2017-12-15,W005,72.05717404,102.957174,137.730074,23.182,199.551,,충전실,세부 세척,19:00,19:30,30.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
7,D045,2017-12-18,W005,69.99037252,94.39037252,128.8390225,22.966,197.955,,충전실,기타,11:55,12:08,13.0,W0058Z9,1,23,기타,3,3:기타
5,D045,2017-12-19,W005,71.00439898,96.30439898,130.759299,22.97,202.083,,충전실,컷팅기,9:32,9:42,10.0,W005842,1,100,컷팅기,2,2:공정 중 발생
16,D002,2017-12-20,W005,71.4294291,103.3294291,137.8074291,22.985,205.741,,충전실,기타,1:00,2:15,75.0,W005629,1,23,기타,3,3:기타
17,C088,2017-12-20,W003,72.61418347,119.0141835,153.7267335,23.142,206.236,,쿠킹실,품목 교체,13:10,14:10,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
1,D088,2017-12-21,W005,69.4758668,79.2758668,113.6987668,22.949,196.814,,충전실,품목 교체,0:35,1:40,65.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
2,D088,2017-12-21,W005,69.84007562,88.14007562,122.6885256,23.032,201.496,,충전실,공정,1:40,2:36,56.0,W005722,1,12,공정,2,2:공정 중 발생
19,D003,2017-12-22,W005,72.66475838,123.7647584,158.3115084,23.031,199.825,,충전실,점도이상,2:00,3:10,70.0,W005734,1,88,점도이상,2,2:공정 중 발생
10,P004,2018-01-11,W007,68.97674921,79.47674921,113.8032492,22.884,193.89,,포장실,기타,13:00,13:11,11.0,W0079AA,1,23,기타,3,3:기타
3,D088,2018-01-16,W005,70.16015564,82.56015564,117.3483556,23.192,206.993,,충전실,공정,9:50,10:44,54.0,W005722,1,12,공정,2,2:공정 중 발생
9,C002,2018-01-19,W003,71.07784903,93.37784903,127.830299,22.968,199.089,,쿠킹실,점도이상,13:30,13:45,15.0,W003444,1,88,점도이상,2,2:공정 중 발생
6,C096,2018-01-23,W003,70.7366103,102.6366103,137.3308103,23.129,206.245,,쿠킹실,시생산 지연,8:30,13:30,300.0,W003471,1,57,시생산 지연,1,1:공정 전 발생
14,C088,2018-01-23,W003,71.7869261,104.1869261,138.9355761,23.166,205.443,,쿠킹실,품목 교체,22:30,23:30,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
18,D087,2018-01-24,W005,71.45285584,111.9528558,146.6374058,23.123,204.809,,충전실,설비,23:02,0:00,58.0,W005422,1,50,설비,2,2:공정 중 발생
6,D087,2018-01-26,W005,71.55026292,125.2502629,159.7128629,22.975,205.645,,충전실,원료,10:30,11:00,30.0,W005721,1,76,원료,2,2:공정 중 발생
